result,date,match_id
won,17 Apr 2025,1473470
won,20 Apr 2025,1473475
won,23 Apr 2025,1473478
won,27 Apr 2025,1473482
won,1 May 2025,1473487
lost,6 May 2025,1473493
won,21 May 2025,1473501
lost,26 May 2025,1473506
won,30 May 2025,1473509
lost,1 Jun 2025,1473510
