Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,format,match_id
177,370,301,23,1,58.80,6,lbw,2,v West Indies,Eden Gardens,6 Nov 2013,Test # 2101,676525
111*,181,127,11,3,87.40,6,not out,2,v West Indies,Wankhede,14 Nov 2013,Test # 2102,676527
14,46,42,1,0,33.33,5,caught,1,v South Africa,Johannesburg,18 Dec 2013,Test # 2108,648665
6,19,13,1,0,46.15,5,bowled,3,v South Africa,Johannesburg,18 Dec 2013,Test # 2108,648665
0,2,1,0,0,0.00,5,bowled,1,v South Africa,Durban,26 Dec 2013,Test # 2111,648667
25,69,46,2,1,54.34,5,lbw,3,v South Africa,Durban,26 Dec 2013,Test # 2111,648667
72,167,120,8,1,60.00,5,bowled,2,v New Zealand,Auckland,6 Feb 2014,Test # 2118,667651
19,90,59,2,0,32.20,5,caught,4,v New Zealand,Auckland,6 Feb 2014,Test # 2118,667651
0,11,3,0,0,0.00,6,bowled,2,v New Zealand,Wellington,14 Feb 2014,Test # 2120,667653
31*,122,97,4,0,31.95,5,not out,4,v New Zealand,Wellington,14 Feb 2014,Test # 2120,667653
28,81,61,3,0,45.90,6,caught,2,v England,Southampton,27 Jul 2014,Test # 2132,667715
6,39,28,0,0,21.42,6,caught,4,v England,Southampton,27 Jul 2014,Test # 2132,667715
43,142,89,5,0,48.31,6,caught,2,v Australia,Adelaide,9 Dec 2014,Test # 2148,754737
6,37,18,1,0,33.33,6,caught,4,v Australia,Adelaide,9 Dec 2014,Test # 2148,754737
32,93,55,3,1,58.18,6,caught,1,v Australia,Brisbane,17 Dec 2014,Test # 2149,754739
0,2,2,0,0,0.00,6,caught,3,v Australia,Brisbane,17 Dec 2014,Test # 2149,754739
53,179,133,5,2,39.84,3,bowled,2,v Australia,Sydney,6 Jan 2015,Test # 2156,754743
39,102,90,2,2,43.33,3,caught,4,v Australia,Sydney,6 Jan 2015,Test # 2156,754743
6,11,9,1,0,66.66,3,bowled,1,v Bangladesh,Fatullah,10 Jun 2015,Test # 2165,870729
9,33,24,1,0,37.50,3,lbw,2,v Sri Lanka,Galle,12 Aug 2015,Test # 2176,895773
4,16,16,1,0,25.00,4,bowled,4,v Sri Lanka,Galle,12 Aug 2015,Test # 2176,895773
79,185,132,5,3,59.84,5,lbw,1,v Sri Lanka,Colombo (PSS),20 Aug 2015,Test # 2177,895775
34,100,55,2,0,61.81,5,caught,3,v Sri Lanka,Colombo (PSS),20 Aug 2015,Test # 2177,895775
26,95,65,3,1,40.00,5,caught,1,v Sri Lanka,Colombo (SSC),28 Aug 2015,Test # 2179,895777
50,131,72,4,1,69.44,5,caught,3,v Sri Lanka,Colombo (SSC),28 Aug 2015,Test # 2179,895777
2,41,28,0,0,7.14,6,caught,1,v South Africa,Nagpur,25 Nov 2015,Test # 2189,903607
23,77,39,1,1,58.97,6,caught,3,v South Africa,Nagpur,25 Nov 2015,Test # 2189,903607
1,15,6,0,0,16.66,6,caught,1,v South Africa,Delhi,3 Dec 2015,Test # 2191,903609
0,7,1,0,0,0.00,3,bowled,3,v South Africa,Delhi,3 Dec 2015,Test # 2191,903609
9,30,23,2,0,39.13,5,caught,1,v West Indies,Gros Islet,9 Aug 2016,Test # 2215,1022597
41,74,59,1,3,69.49,5,lbw,3,v West Indies,Gros Islet,9 Aug 2016,Test # 2215,1022597
TDNB,-,-,-,-,-,-,-,-,v West Indies,Port of Spain,18 Aug 2016,Test # 2218,1022599
35,96,67,3,1,52.23,6,caught,1,v New Zealand,Kanpur,22 Sep 2016,Test # 2221,1030213
68*,156,93,8,0,73.11,6,not out,3,v New Zealand,Kanpur,22 Sep 2016,Test # 2221,1030213
2,22,12,0,0,16.66,6,caught,1,v New Zealand,Eden Gardens,30 Sep 2016,Test # 2222,1030215
82,214,132,9,2,62.12,6,caught,3,v New Zealand,Eden Gardens,30 Sep 2016,Test # 2222,1030215
51*,90,63,3,2,80.95,6,not out,1,v New Zealand,Indore,8 Oct 2016,Test # 2223,1030217
DNB,-,-,-,-,-,-,-,3,v New Zealand,Indore,8 Oct 2016,Test # 2223,1030217
102*,191,160,8,1,63.75,6,not out,2,v Sri Lanka,Nagpur,24 Nov 2017,Test # 2283,1122724
65,129,102,7,2,63.72,6,caught,1,v Sri Lanka,Delhi,2 Dec 2017,Test # 2286,1122725
50*,77,49,5,0,102.04,6,not out,3,v Sri Lanka,Delhi,2 Dec 2017,Test # 2286,1122725
11,95,59,1,0,18.64,5,lbw,2,v South Africa,Cape Town,5 Jan 2018,Test # 2292,1122276
10,53,30,0,0,33.33,5,bowled,4,v South Africa,Cape Town,5 Jan 2018,Test # 2292,1122276
10,34,27,2,0,37.03,5,lbw,2,v South Africa,Centurion,13 Jan 2018,Test # 2293,1122277
47,102,74,6,1,63.51,6,caught,4,v South Africa,Centurion,13 Jan 2018,Test # 2293,1122277
37,71,61,2,3,60.65,6,caught,1,v Australia,Adelaide,6 Dec 2018,Test # 2333,1144993
1,15,6,0,0,16.66,6,caught,3,v Australia,Adelaide,6 Dec 2018,Test # 2333,1144993
63*,186,114,5,0,55.26,6,not out,1,v Australia,Melbourne,26 Dec 2018,Test # 2337,1144995
5,28,18,0,0,27.77,6,caught,3,v Australia,Melbourne,26 Dec 2018,Test # 2337,1144995
176,-,244,23,6,72.13,2,stumped,1,v South Africa,Visakhapatnam,2 Oct 2019,Test # 2363,1187007
127,-,149,10,7,85.23,2,stumped,3,v South Africa,Visakhapatnam,2 Oct 2019,Test # 2363,1187007
14,-,35,1,0,40.00,2,caught,1,v South Africa,Pune,10 Oct 2019,Test # 2364,1187008
212,-,255,28,6,83.13,2,caught,1,v South Africa,Ranchi,19 Oct 2019,Test # 2365,1187009
6,-,14,1,0,42.85,2,caught,2,v Bangladesh,Indore,14 Nov 2019,Test # 2366,1187016
21,-,35,2,1,60.00,2,lbw,2,v Bangladesh,Eden Gardens,22 Nov 2019,Test # 2369,1187017
26,110,77,3,1,33.76,1,caught,2,v Australia,Sydney,7 Jan 2021,Test # 2402,1223871
52,137,98,5,1,53.06,1,caught,4,v Australia,Sydney,7 Jan 2021,Test # 2402,1223871
44,90,74,6,0,59.45,1,caught,2,v Australia,Brisbane,15 Jan 2021,Test # 2404,1223872
7,34,21,1,0,33.33,1,caught,4,v Australia,Brisbane,15 Jan 2021,Test # 2404,1223872
6,15,9,1,0,66.66,1,caught,2,v England,Chennai,5 Feb 2021,Test # 2409,1243384
12,23,20,1,1,60.00,1,bowled,4,v England,Chennai,5 Feb 2021,Test # 2409,1243384
161,327,231,18,2,69.69,1,caught,1,v England,Chennai,13 Feb 2021,Test # 2411,1243385
26,91,70,2,1,37.14,1,stumped,3,v England,Chennai,13 Feb 2021,Test # 2411,1243385
66,208,96,11,0,68.75,1,lbw,2,v England,Ahmedabad,24 Feb 2021,Test # 2412,1243386
25*,26,25,3,1,100.00,1,not out,4,v England,Ahmedabad,24 Feb 2021,Test # 2412,1243386
49,235,144,7,0,34.02,2,lbw,2,v England,Ahmedabad,4 Mar 2021,Test # 2414,1243387
34,88,68,6,0,50.00,1,caught,1,v New Zealand,Southampton,18 Jun 2021,Test # 2425,1249875
30,121,81,2,0,37.03,1,lbw,3,v New Zealand,Southampton,18 Jun 2021,Test # 2425,1249875
36,175,107,6,0,33.64,1,caught,2,v England,Nottingham,4 Aug 2021,Test # 2428,1239543
12*,-,34,0,0,35.29,2,not out,4,v England,Nottingham,4 Aug 2021,Test # 2428,1239543
83,185,145,11,1,57.24,1,bowled,1,v England,Lord's,12 Aug 2021,Test # 2429,1239544
21,60,36,2,1,58.33,2,caught,3,v England,Lord's,12 Aug 2021,Test # 2429,1239544
19,172,105,1,0,18.09,1,caught,1,v England,Leeds,25 Aug 2021,Test # 2432,1239545
59,221,156,7,1,37.82,1,lbw,3,v England,Leeds,25 Aug 2021,Test # 2432,1239545
11,43,27,1,0,40.74,1,caught,1,v England,The Oval,2 Sep 2021,Test # 2433,1239546
127,353,256,14,1,49.60,1,caught,3,v England,The Oval,2 Sep 2021,Test # 2433,1239546
29,52,28,6,0,103.57,2,caught,1,v Sri Lanka,Mohali,4 Mar 2022,Test # 2452,1278682
15,51,25,1,1,60.00,2,caught,1,v Sri Lanka,Bengaluru,12 Mar 2022,Test # 2456,1278683
46,126,79,4,0,58.22,2,caught,3,v Sri Lanka,Bengaluru,12 Mar 2022,Test # 2456,1278683
120,344,212,15,2,56.60,1,bowled,2,v Australia,Nagpur,9 Feb 2023,Test # 2490,1348652
32,95,69,2,0,46.37,1,bowled,2,v Australia,Delhi,17 Feb 2023,Test # 2493,1348653
31,31,20,3,2,155.00,1,run out,4,v Australia,Delhi,17 Feb 2023,Test # 2493,1348653
12,27,23,3,0,52.17,1,stumped,1,v Australia,Indore,1 Mar 2023,Test # 2496,1348654
12,61,33,0,0,36.36,1,lbw,3,v Australia,Indore,1 Mar 2023,Test # 2496,1348654
35,92,58,3,1,60.34,1,caught,2,v Australia,Ahmedabad,9 Mar 2023,Test # 2499,1348655
15,29,26,2,0,57.69,1,lbw,2,v Australia,The Oval,7 Jun 2023,Test # 2505,1358412
43,103,60,7,1,71.66,1,lbw,4,v Australia,The Oval,7 Jun 2023,Test # 2505,1358412
103,303,221,10,2,46.60,2,caught,2,v West Indies,Roseau,12 Jul 2023,Test # 2510,1381212
80,180,143,9,2,55.94,2,bowled,1,v West Indies,Port of Spain,20 Jul 2023,Test # 2513,1381213
57,59,44,5,3,129.54,2,caught,3,v West Indies,Port of Spain,20 Jul 2023,Test # 2513,1381213
5,20,14,1,0,35.71,2,caught,1,v South Africa,Centurion,26 Dec 2023,Test # 2520,1387603
0,10,8,0,0,0.00,2,bowled,3,v South Africa,Centurion,26 Dec 2023,Test # 2520,1387603
39,68,50,7,0,78.00,2,caught,2,v South Africa,Cape Town,3 Jan 2024,Test # 2522,1387604
16*,57,22,2,0,72.72,2,not out,4,v South Africa,Cape Town,3 Jan 2024,Test # 2522,1387604
24,53,27,3,0,88.88,2,caught,2,v England,Hyderabad,25 Jan 2024,Test # 2525,1389399
39,76,58,7,0,67.24,1,lbw,4,v England,Hyderabad,25 Jan 2024,Test # 2525,1389399
14,68,41,0,0,34.14,2,caught,1,v England,Visakhapatnam,2 Feb 2024,Test # 2526,1389400
13,28,21,3,0,61.90,2,bowled,3,v England,Visakhapatnam,2 Feb 2024,Test # 2526,1389400
131,292,196,14,3,66.83,2,caught,1,v England,Rajkot,15 Feb 2024,Test # 2530,1389401
19,48,28,3,0,67.85,2,lbw,3,v England,Rajkot,15 Feb 2024,Test # 2530,1389401
2,11,9,0,0,22.22,2,caught,2,v England,Ranchi,23 Feb 2024,Test # 2531,1389402
55,99,81,5,1,67.90,1,caught,4,v England,Ranchi,23 Feb 2024,Test # 2531,1389402
103,250,162,13,3,63.58,2,bowled,2,v England,Dharamsala,7 Mar 2024,Test # 2534,1389403
6,26,19,1,0,31.57,2,caught,1,v Bangladesh,Chennai,19 Sep 2024,Test # 2550,1439891
5,12,7,1,0,71.42,2,caught,3,v Bangladesh,Chennai,19 Sep 2024,Test # 2550,1439891
23,23,11,1,3,209.09,2,bowled,2,v Bangladesh,Kanpur,27 Sep 2024,Test # 2552,1439892
8,8,7,1,0,114.28,1,caught,4,v Bangladesh,Kanpur,27 Sep 2024,Test # 2552,1439892
2,30,16,0,0,12.50,2,bowled,1,v New Zealand,Bengaluru,16 Oct 2024,Test # 2555,1439896
52,89,63,8,1,82.53,2,bowled,3,v New Zealand,Bengaluru,16 Oct 2024,Test # 2555,1439896
0,12,9,0,0,0.00,2,bowled,2,v New Zealand,Pune,24 Oct 2024,Test # 2557,1439897
8,28,16,1,0,50.00,2,caught,4,v New Zealand,Pune,24 Oct 2024,Test # 2557,1439897
18,31,18,3,0,100.00,2,caught,2,v New Zealand,Wankhede,1 Nov 2024,Test # 2560,1439898
11,13,11,2,0,100.00,2,caught,4,v New Zealand,Wankhede,1 Nov 2024,Test # 2560,1439898
3,21,23,0,0,13.04,6,lbw,1,v Australia,Adelaide,6 Dec 2024,Test # 2568,1426556
6,20,15,1,0,40.00,6,bowled,3,v Australia,Adelaide,6 Dec 2024,Test # 2568,1426556
10,44,27,2,0,37.03,6,caught,2,v Australia,Brisbane,14 Dec 2024,Test # 2570,1426557
DNB,-,-,-,-,-,-,-,4,v Australia,Brisbane,14 Dec 2024,Test # 2570,1426557
3,10,5,0,0,60.00,2,caught,2,v Australia,Melbourne,26 Dec 2024,Test # 2571,1426558
9,74,40,0,0,22.50,2,caught,4,v Australia,Melbourne,26 Dec 2024,Test # 2571,1426558
DNB,-,-,-,-,-,-,-,2,v Ireland,Belfast,23 Jun 2007,ODI # 2590,293071
8,13,9,0,0,88.88,7,bowled,1,v South Africa,Belfast,26 Jun 2007,ODI # 2592,293076
1,3,4,0,0,25.00,7,caught,2,v Australia,Hyderabad,5 Oct 2007,ODI # 2625,297795
52,82,61,3,1,85.24,5,caught,2,v Pakistan,Jaipur,18 Nov 2007,ODI # 2647,297805
29,68,43,5,0,67.44,4,caught,1,v Australia,Brisbane,3 Feb 2008,ODI # 2670,291359
0,1,2,0,0,0.00,5,caught,1,v Sri Lanka,Brisbane,5 Feb 2008,ODI # 2672,291360
39*,86,61,2,0,63.93,6,not out,2,v Australia,Melbourne,10 Feb 2008,ODI # 2675,291362
70*,93,64,6,1,109.37,4,not out,1,v Sri Lanka,Canberra,12 Feb 2008,ODI # 2676,291363
1,12,3,0,0,33.33,4,caught,2,v Australia,Adelaide,17 Feb 2008,ODI # 2680,291365
24,74,36,1,0,66.66,4,caught,2,v Sri Lanka,Adelaide,19 Feb 2008,ODI # 2681,291366
1,3,3,0,0,33.33,4,caught,2,v Australia,Sydney,24 Feb 2008,ODI # 2685,291368
3*,8,7,0,0,42.85,5,not out,2,v Sri Lanka,Hobart,26 Feb 2008,ODI # 2686,291369
66,108,87,6,0,75.86,5,bowled,2,v Australia,Sydney,2 Mar 2008,ODI # 2688,291371
2,6,5,0,0,40.00,6,caught,1,v Australia,Brisbane,4 Mar 2008,ODI # 2689,291372
9,28,27,0,0,33.33,5,bowled,1,v Pakistan,Mirpur,10 Jun 2008,ODI # 2705,345469
26,50,43,1,1,60.46,3,caught,2,v Bangladesh,Mirpur,12 Jun 2008,ODI # 2706,345470
24,43,27,5,0,88.88,3,caught,2,v Pakistan,Mirpur,14 Jun 2008,ODI # 2707,345471
11,37,29,0,0,37.93,3,run out,1,v Hong Kong,Karachi,25 Jun 2008,ODI # 2716,335349
0*,3,1,0,0,0.00,6,not out,2,v Pakistan,Karachi,26 Jun 2008,ODI # 2717,335351
22,28,23,2,0,95.65,3,caught,2,v Bangladesh,Karachi,28 Jun 2008,ODI # 2721,335352
58,81,71,4,0,81.69,6,caught,1,v Pakistan,Karachi,2 Jul 2008,ODI # 2730,335355
22*,37,28,2,0,78.57,6,not out,2,v Sri Lanka,Karachi,3 Jul 2008,ODI # 2732,335356
3,8,8,0,0,37.50,6,lbw,2,v Sri Lanka,Karachi,6 Jul 2008,ODI # 2735,335358
19,46,31,1,1,61.29,5,caught,1,v Sri Lanka,Dambulla,18 Aug 2008,ODI # 2742,343732
0,2,2,0,0,0.00,6,lbw,2,v Sri Lanka,Dambulla,20 Aug 2008,ODI # 2745,343733
32,39,32,3,0,100.00,7,caught,1,v Sri Lanka,Colombo (RPS),24 Aug 2008,ODI # 2750,343734
18,30,23,0,0,78.26,6,caught,1,v Sri Lanka,Colombo (RPS),27 Aug 2008,ODI # 2755,366341
3,11,5,0,0,60.00,5,lbw,2,v Sri Lanka,Colombo (RPS),29 Aug 2008,ODI # 2756,343736
11*,30,8,1,0,137.50,7,not out,1,v England,Rajkot,14 Nov 2008,ODI # 2774,361043
3,16,13,0,0,23.07,4,caught,1,v England,Indore,17 Nov 2008,ODI # 2777,361044
28,54,41,3,0,68.29,4,caught,2,v England,Kanpur,20 Nov 2008,ODI # 2778,361045
8*,13,10,1,0,80.00,6,not out,2,v England,Cuttack,26 Nov 2008,ODI # 2783,361047
25*,44,30,3,0,83.33,6,not out,2,v Sri Lanka,Dambulla,28 Jan 2009,ODI # 2806,386530
4*,12,6,0,0,66.66,7,not out,1,v Sri Lanka,Colombo (RPS),5 Feb 2009,ODI # 2815,386533
15,31,22,1,0,68.18,5,caught,2,v Sri Lanka,Colombo (RPS),8 Feb 2009,ODI # 2818,386534
DNB,-,-,-,-,-,-,-,2,v New Zealand,Hamilton,11 Mar 2009,ODI # 2824,366624
43*,106,74,1,1,58.10,4,not out,1,v New Zealand,Auckland,14 Mar 2009,ODI # 2825,366625
4,9,12,0,0,33.33,3,caught,1,v West Indies,Kingston,26 Jun 2009,ODI # 2852,377313
0,7,2,0,0,0.00,3,caught,1,v West Indies,Kingston,28 Jun 2009,ODI # 2853,377314
11,19,9,0,0,122.22,5,caught,2,v West Indies,Gros Islet,3 Jul 2009,ODI # 2854,377315
TDNB,-,-,-,-,-,-,-,-,v West Indies,Gros Islet,5 Jul 2009,ODI # 2855,377316
48,-,61,3,0,78.68,4,caught,2,v South Africa,Ahmedabad,27 Feb 2010,ODI # 2963,441829
114,135,119,6,4,95.79,4,caught,1,v Zimbabwe,Bulawayo,28 May 2010,ODI # 2981,452146
101*,126,100,6,2,101.00,4,not out,2,v Sri Lanka,Bulawayo,30 May 2010,ODI # 2983,452147
13,34,25,0,0,52.00,4,run out,1,v Zimbabwe,Harare,3 Jun 2010,ODI # 2986,452149
32,43,40,1,0,80.00,5,bowled,1,v Sri Lanka,Harare,5 Jun 2010,ODI # 2988,452150
0,1,1,0,0,0.00,4,lbw,2,v Bangladesh,Dambulla,16 Jun 2010,ODI # 2993,455232
22,20,24,2,0,91.66,5,lbw,2,v Pakistan,Dambulla,19 Jun 2010,ODI # 2996,455234
69,118,73,7,0,94.52,4,run out,1,v Sri Lanka,Dambulla,22 Jun 2010,ODI # 2999,455236
41,80,52,3,0,78.84,5,caught,1,v Sri Lanka,Dambulla,24 Jun 2010,ODI # 3001,455237
4,13,11,0,0,36.36,3,caught,2,v New Zealand,Dambulla,10 Aug 2010,ODI # 3030,456662
0,3,2,0,0,0.00,4,lbw,2,v Sri Lanka,Dambulla,16 Aug 2010,ODI # 3032,456663
11,-,21,2,0,52.38,3,lbw,1,v Sri Lanka,Dambulla,22 Aug 2010,ODI # 3038,456666
5,16,9,0,0,55.55,7,stumped,2,v Sri Lanka,Dambulla,28 Aug 2010,ODI # 3040,456668
44,56,48,4,1,91.66,5,caught,2,v New Zealand,Bengaluru,7 Dec 2010,ODI # 3076,467886
DNB,-,-,-,-,-,-,-,2,v New Zealand,Chennai,10 Dec 2010,ODI # 3077,467887
11,28,27,1,0,40.74,4,caught,2,v South Africa,Durban,12 Jan 2011,ODI # 3079,463150
9,29,14,1,0,64.28,7,lbw,1,v South Africa,Johannesburg,15 Jan 2011,ODI # 3080,463151
23,67,45,2,0,51.11,1,bowled,2,v South Africa,Cape Town,18 Jan 2011,ODI # 3082,463152
1,6,6,0,0,16.66,1,caught,2,v South Africa,Gqeberha,21 Jan 2011,ODI # 3084,463153
5,15,8,1,0,62.50,2,bowled,2,v South Africa,Centurion,23 Jan 2011,ODI # 3087,463154
68*,131,75,3,1,90.66,5,not out,2,v West Indies,Port of Spain,6 Jun 2011,ODI # 3159,489221
7*,8,14,1,0,50.00,5,not out,2,v West Indies,Port of Spain,8 Jun 2011,ODI # 3160,489222
86*,137,91,5,2,94.50,5,not out,2,v West Indies,North Sound,11 Jun 2011,ODI # 3161,489223
39,60,47,0,1,82.97,5,caught,2,v West Indies,North Sound,13 Jun 2011,ODI # 3162,489224
57,105,72,2,1,79.16,5,bowled,1,v West Indies,Kingston,16 Jun 2011,ODI # 3163,489225
0*,1,1,0,0,0.00,5,retired notout,1,v England,Chester-le-Street,3 Sep 2011,ODI # 3186,474477
72,185,99,3,1,72.72,5,bowled,2,v West Indies,Cuttack,29 Nov 2011,ODI # 3217,536929
90*,131,98,7,2,91.83,5,not out,2,v West Indies,Visakhapatnam,2 Dec 2011,ODI # 3219,536930
95,151,100,10,1,95.00,5,run out,2,v West Indies,Ahmedabad,5 Dec 2011,ODI # 3221,536931
27,21,16,3,0,168.75,5,bowled,1,v West Indies,Indore,8 Dec 2011,ODI # 3223,536932
21,31,26,1,0,80.76,6,bowled,1,v West Indies,Chennai,11 Dec 2011,ODI # 3224,536933
21,34,21,2,0,100.00,4,caught,2,v Australia,Melbourne,5 Feb 2012,ODI # 3231,518956
10,29,17,1,0,58.82,4,caught,2,v Sri Lanka,W.A.C.A,8 Feb 2012,ODI # 3233,518957
33,49,41,1,1,80.48,4,caught,2,v Australia,Adelaide,12 Feb 2012,ODI # 3237,518959
15,30,27,2,0,55.55,4,run out,2,v Sri Lanka,Adelaide,14 Feb 2012,ODI # 3239,518960
0,6,5,0,0,0.00,4,caught,2,v Australia,Brisbane,19 Feb 2012,ODI # 3244,518962
DNB,-,-,-,-,-,-,-,1,v Sri Lanka,Mirpur,13 Mar 2012,ODI # 3259,535795
4,9,6,0,0,66.66,6,run out,1,v Bangladesh,Mirpur,16 Mar 2012,ODI # 3261,535797
68,109,83,5,1,81.92,4,caught,2,v Pakistan,Mirpur,18 Mar 2012,ODI # 3263,535798
5,10,8,0,0,62.50,4,bowled,1,v Sri Lanka,Hambantota,21 Jul 2012,ODI # 3291,564781
0,5,5,0,0,0.00,4,bowled,1,v Sri Lanka,Hambantota,24 Jul 2012,ODI # 3292,564782
0,1,1,0,0,0.00,5,lbw,2,v Sri Lanka,Colombo (RPS),28 Jul 2012,ODI # 3293,564783
4,18,14,0,0,28.57,4,lbw,2,v Sri Lanka,Colombo (RPS),31 Jul 2012,ODI # 3294,564784
4,12,9,1,0,44.44,4,bowled,1,v Sri Lanka,Pallekele,4 Aug 2012,ODI # 3295,564785
4,19,14,0,0,28.57,5,caught,1,v Pakistan,Chennai,30 Dec 2012,ODI # 3314,589308
83,135,93,11,1,89.24,2,lbw,2,v England,Mohali,23 Jan 2013,ODI # 3327,565815
4,15,9,1,0,44.44,2,caught,1,v England,Dharamsala,27 Jan 2013,ODI # 3329,565816
65,96,81,8,1,80.24,1,caught,1,v South Africa,Cardiff,6 Jun 2013,ODI # 3363,578614
52,78,56,7,0,92.85,1,caught,2,v West Indies,The Oval,11 Jun 2013,ODI # 3368,578619
18,54,32,2,0,56.25,1,caught,2,v Pakistan,Birmingham,15 Jun 2013,ODI # 3372,578623
33,77,50,4,0,66.00,1,bowled,2,v Sri Lanka,Cardiff,20 Jun 2013,ODI # 3376,566947
9,18,14,1,0,64.28,1,bowled,1,v England,Birmingham,23 Jun 2013,ODI # 3377,566948
60,129,89,4,1,67.41,1,caught,1,v West Indies,Kingston,30 Jun 2013,ODI # 3380,597924
5,16,13,0,0,38.46,1,caught,2,v Sri Lanka,Kingston,2 Jul 2013,ODI # 3382,597925
46,124,78,5,0,58.97,1,caught,1,v West Indies,Port of Spain,5 Jul 2013,ODI # 3383,597926
48*,126,83,2,1,57.83,1,not out,1,v Sri Lanka,Port of Spain,9 Jul 2013,ODI # 3387,597928
58,146,89,5,1,65.16,1,bowled,2,v Sri Lanka,Port of Spain,11 Jul 2013,ODI # 3388,597929
20,57,40,2,0,50.00,1,caught,2,v Zimbabwe,Harare,24 Jul 2013,ODI # 3395,643665
1,5,7,0,0,14.28,1,caught,1,v Zimbabwe,Harare,26 Jul 2013,ODI # 3397,643667
14,27,21,2,0,66.66,1,caught,2,v Zimbabwe,Harare,28 Jul 2013,ODI # 3399,643669
64*,123,90,5,1,71.11,2,not out,2,v Zimbabwe,Bulawayo,1 Aug 2013,ODI # 3402,643675
42,62,47,6,0,89.36,2,caught,2,v Australia,Pune,13 Oct 2013,ODI # 3419,647249
141*,195,123,17,4,114.63,1,not out,2,v Australia,Jaipur,16 Oct 2013,ODI # 3420,647251
11,33,22,2,0,50.00,1,caught,1,v Australia,Mohali,19 Oct 2013,ODI # 3421,647253
9*,19,13,1,0,69.23,1,not out,2,v Australia,Ranchi,23 Oct 2013,ODI # 3422,647255
79,119,89,7,3,88.76,1,caught,2,v Australia,Nagpur,30 Oct 2013,ODI # 3424,647259
209,222,158,12,16,132.27,1,caught,1,v Australia,Bengaluru,2 Nov 2013,ODI # 3428,647261
72,105,81,8,1,88.88,1,caught,2,v West Indies,Kochi,21 Nov 2013,ODI # 3436,676529
12,20,19,3,0,63.15,1,caught,1,v West Indies,Visakhapatnam,24 Nov 2013,ODI # 3437,676531
4,19,14,0,0,28.57,1,caught,2,v West Indies,Kanpur,27 Nov 2013,ODI # 3439,676533
18,69,43,2,0,41.86,1,run out,2,v South Africa,Johannesburg,5 Dec 2013,ODI # 3442,648651
19,34,26,2,0,73.07,1,caught,2,v South Africa,Durban,8 Dec 2013,ODI # 3443,648653
TDNB,-,-,-,-,-,-,-,-,v South Africa,Centurion,11 Dec 2013,ODI # 3444,648655
3,24,23,0,0,13.04,1,caught,2,v New Zealand,Napier,19 Jan 2014,ODI # 3456,667641
20,42,34,2,1,58.82,2,caught,2,v New Zealand,Hamilton,22 Jan 2014,ODI # 3458,667643
39,65,38,1,4,102.63,1,caught,2,v New Zealand,Auckland,25 Jan 2014,ODI # 3462,667645
79,131,94,6,4,84.04,1,caught,1,v New Zealand,Hamilton,28 Jan 2014,ODI # 3465,667647
4,20,13,0,0,30.76,1,caught,2,v New Zealand,Wellington,31 Jan 2014,ODI # 3467,667649
21,57,29,1,1,72.41,1,bowled,2,v Bangladesh,Fatullah,26 Feb 2014,ODI # 3474,710293
13,37,28,1,0,46.42,1,lbw,1,v Sri Lanka,Fatullah,28 Feb 2014,ODI # 3476,710297
56,86,58,7,2,96.55,1,caught,1,v Pakistan,Mirpur,2 Mar 2014,ODI # 3479,710301
18*,36,24,1,0,75.00,3,not out,2,v Afghanistan,Mirpur,5 Mar 2014,ODI # 3483,710307
52,126,87,4,1,59.77,1,caught,1,v England,Cardiff,27 Aug 2014,ODI # 3517,667723
264,225,173,33,9,152.60,2,caught,1,v Sri Lanka,Eden Gardens,13 Nov 2014,ODI # 3544,792295
9,18,12,2,0,75.00,2,bowled,2,v Sri Lanka,Ranchi,16 Nov 2014,ODI # 3547,792297
138,228,139,9,4,99.28,1,caught,1,v Australia,Melbourne,18 Jan 2015,ODI # 3582,754749
15,35,20,2,0,75.00,1,caught,1,v Pakistan,Adelaide,15 Feb 2015,ODI # 3602,656405
0,13,6,0,0,0.00,1,run out,1,v South Africa,Melbourne,22 Feb 2015,ODI # 3610,656423
57*,77,55,10,1,103.63,1,not out,2,v U.A.E.,W.A.C.A,28 Feb 2015,ODI # 3618,656439
7,30,18,1,0,38.88,1,caught,2,v West Indies,W.A.C.A,6 Mar 2015,ODI # 3625,656453
64,99,66,3,3,96.96,1,bowled,2,v Ireland,Hamilton,10 Mar 2015,ODI # 3631,656465
16,24,21,2,0,76.19,1,caught,2,v Zimbabwe,Auckland,14 Mar 2015,ODI # 3636,656475
137,223,126,14,3,108.73,1,bowled,1,v Bangladesh,Melbourne,19 Mar 2015,ODI # 3641,656485
34,83,48,1,2,70.83,1,bowled,2,v Australia,Sydney,26 Mar 2015,ODI # 3645,656493
63,100,68,4,1,92.64,1,caught,2,v Bangladesh,Mirpur,18 Jun 2015,ODI # 3658,870731
0,1,2,0,0,0.00,1,caught,1,v Bangladesh,Mirpur,21 Jun 2015,ODI # 3660,870733
29,34,29,2,1,100.00,1,caught,1,v Bangladesh,Mirpur,24 Jun 2015,ODI # 3661,870735
150,215,133,13,6,112.78,1,caught,2,v South Africa,Kanpur,11 Oct 2015,ODI # 3689,903593
3,6,10,0,0,30.00,1,bowled,1,v South Africa,Indore,14 Oct 2015,ODI # 3692,903595
65,95,74,7,2,87.83,1,caught,2,v South Africa,Rajkot,18 Oct 2015,ODI # 3695,903597
